#from vertex, to vertex, sense, max rise delay mean, max rise delay sigma, max fall delay mean, max fall delay sigma, min rise delay mean, min rise delay sigma, min fall delay mean, min fall delay sigma
EmInst_164/Y,EmInst_475/E,pos_unate,0.004314,0,0.004313,0,0.004314,0,0.004313,0
EmInst_3013/EmInst_2712/EmInst_1259/Y,EmInst_3013/EmInst_2712/EmInst_1469/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_210/Y,EmInst_3013/EmInst_2712/EmInst_1703/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_3013/EmInst_2712/EmInst_1033/Y,EmInst_3013/EmInst_2712/EmInst_1476/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2487/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2487/Y,neg_unate,0.109711,0.00965925182758595,0.122105,0.00765363049929808,0.097978,0.00829553309417565,0.067801,0.00204460950834152
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2487/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2487/Y,pos_unate,0.109711,0.00965925182758595,0.122105,0.00765363049929808,0.097978,0.00829553309417565,0.067801,0.00204460950834152
EmInst_490/Y,EmInst_737/A0,pos_unate,4.8e-05,0,4.8e-05,0,4.8e-05,0,4.8e-05,0
EmInst_3013/EmInst_2712/EmInst_1070/Y,EmInst_3013/EmInst_2712/EmInst_1103/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3013/EmInst_2696/A,EmInst_3013/EmInst_2696/Y,neg_unate,0.087408,0.0114880200559996,0.076857,0.00946334022407902,0.08737,0.00429069157696888,0.076855,0.00454336658697865
EmInst_3013/EmInst_2712/EmInst_1681/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2381/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_230/A,EmInst_230/Y,neg_unate,0.081382,0.0104029396854203,0.052638,0.00478831941117593,0.081372,0.00345825107457198,0.052636,0.00149562578161867
EmInst_3010/EmInst_1631/EmInst_2591/B,EmInst_3010/EmInst_1631/EmInst_2591/Y,neg_unate,0.137882,0.0182726847598195,0.110597,0.0107946584899077,0.13076,0.0119925507406117,0.108788,0.00993769838729932
EmInst_3008/EmInst_2674/Y,EmInst_234/A,pos_unate,9.4e-05,0,9.4e-05,0,9.4e-05,0,9.4e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2549/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2549/Y,neg_unate,0.120563,0.0106146911256779,0.132494,0.00830482060009009,0.109819,0.00929807863876866,0.077263,0.00232994593653473
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2549/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2549/Y,pos_unate,0.120563,0.0106146911256779,0.132494,0.00830482060009009,0.109819,0.00929807863876866,0.077263,0.00232994593653473
EmInst_14/Y,EmInst_161/B,pos_unate,5e-06,0,5e-06,0,5e-06,0,5e-06,0
EmInst_3014/EmInst_1837/Y,EmInst_401/B,pos_unate,3.1e-05,0,3.1e-05,0,3.1e-05,0,3.1e-05,0
EmInst_3013/EmInst_2712/EmInst_1065/Y,EmInst_3013/EmInst_2712/EmInst_1124/E,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1208/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3014/EmInst_1820/A,EmInst_3014/EmInst_1820/Y,neg_unate,0.122067,0.00955548643682408,0.105854,0.0105914048978852,0.121933,0.00424878092556172,0.105799,0.00209168334732563
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2018/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2181/S0,pos_unate,0.00107,0,0.00107,0,0.00107,0,0.00107,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2271/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2428/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1346/Y,EmInst_3013/EmInst_2712/EmInst_1751/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3014/EmInst_1838/Y,EmInst_3014/EmInst_1895/B0,pos_unate,0.000147,0,0.000147,0,0.000147,0,0.000147,0
reset,EmInst_60/S0,pos_unate,9e-05,0,9e-05,0,9e-05,0,9e-05,0
EmInst_3013/EmInst_2712/EmInst_953/Y,EmInst_3013/EmInst_2712/EmInst_979/FFI[31],pos_unate,0.347269,0,-0.169507,0,0.347269,0,-0.169507,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2237/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2414/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_2964/CK,EmInst_2964/Q,rising_edge,0.222193,0.013839865767231,0.238184,0.0196521935848847,0.222192,0.00280862807018256,0.238184,0.00424534508530268
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2536/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2741/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_68/A,EmInst_68/Y,neg_unate,0.183287,0.017143608315035,0.111621,0.00633159576373791,0.183287,0.0123473753574677,0.111621,0.000404810238919246
EmInst_181/Q,EmInst_3009/EmInst_898/B,pos_unate,3.8e-05,0,3.8e-05,0,3.8e-05,0,3.8e-05,0
EmInst_573/B,EmInst_573/Y,neg_unate,0.157989,0.031122615967128,0.148397,0.0101244051148826,0.157989,0.0154304061884823,0.148397,0.00745047078802258
EmInst_3013/EmInst_2712/EmInst_1004/Y,EmInst_3013/EmInst_2712/EmInst_1729/E,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_747/CK,EmInst_747/Q,rising_edge,0.333214,0.04656299608823,0.269228,0.00262097049779094,0.332989,0.016953350782667,0.269005,0.00129012504757123
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2040/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2208/S0,pos_unate,0.000936,0,0.000936,0,0.000936,0,0.000936,0
EmInst_246/Q,EmInst_183/A2,pos_unate,3.8e-05,0,3.8e-05,0,3.8e-05,0,3.8e-05,0
EmInst_305/Q,EmInst_108/A,pos_unate,2.6e-05,0,2.6e-05,0,2.6e-05,0,2.6e-05,0
EmInst_3013/EmInst_2712/EmInst_1386/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2158/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3010/EmInst_1631/EmInst_1632/A,EmInst_3010/EmInst_1631/EmInst_1632/Y,neg_unate,0.0478,0.00316494677631378,0.041994,0.00640547861170817,0.047798,0.000989818468250291,0.041988,0.00353593651614678
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1186/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3010/EmInst_1561/Y,EmInst_3010/EmInst_1614/A,pos_unate,2.3e-05,0,2.3e-05,0,2.3e-05,0,2.3e-05,0
EmInst_491/Y,EmInst_721/B,pos_unate,0.001994,0,0.001993,0,0.001994,0,0.001993,0
EmInst_144/Y,EmInst_394/A,pos_unate,7.1e-05,0,7.1e-05,0,7.1e-05,0,7.1e-05,0
reset,EmInst_683/SE,pos_unate,5.3e-05,0,5.3e-05,0,5.3e-05,0,5.3e-05,0
EmInst_267/Y,EmInst_350/A,pos_unate,0.000982,0,0.000986,0,0.000982,0,0.000986,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2799/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2799/Y,neg_unate,0.181069,0.0132728392818498,0.196018,0.0273698286899765,0.14526,0.00593703843077479,0.119247,0.00779518113746156
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2799/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2799/Y,pos_unate,0.181069,0.0132728392818498,0.196018,0.0273698286899765,0.14526,0.00593703843077479,0.119247,0.00779518113746156
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2291/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2291/Y,pos_unate,0.250817,0.0203204728292658,0.211797,0.0254164009523099,0.250817,0.0133016130754803,0.211797,0.00569210742508191
EmInst_3010/EmInst_1593/Y,EmInst_3010/EmInst_1607/B,pos_unate,1.4e-05,0,1.4e-05,0,1.4e-05,0,1.4e-05,0
EmInst_193/Y,EmInst_246/D,pos_unate,9e-06,0,9e-06,0,9e-06,0,9e-06,0
EmInst_200/Y,EmInst_3013/EmInst_2712/EmInst_1195/CK,pos_unate,0.000968,0,0.000968,0,0.000968,0,0.000968,0
EmInst_3010/EmInst_1570/A,EmInst_3010/EmInst_1570/Y,neg_unate,0.072585,0.00934549130755444,0.06181,0.00876950981699184,0.072585,0.00273328971271206,0.06181,0.00309727335256238
EmInst_3013/EmInst_2712/EmInst_1039/Y,EmInst_3013/EmInst_2712/EmInst_1336/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3008/EmInst_2679/Y,EmInst_337/A,pos_unate,2e-05,0,2e-05,0,2e-05,0,2e-05,0
EmInst_3014/EmInst_1805/Y,EmInst_3014/EmInst_1843/C,pos_unate,5.6e-05,0,5.6e-05,0,5.6e-05,0,5.6e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2065/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2089/S0,pos_unate,0.000918,0,0.000918,0,0.000918,0,0.000918,0
EmInst_268/Y,EmInst_362/A,pos_unate,0.00011,0,0.00011,0,0.00011,0,0.00011,0
EmInst_516/Y,EmInst_670/B0,pos_unate,7.6e-05,0,7.6e-05,0,7.6e-05,0,7.6e-05,0
EmInst_3013/EmInst_2712/EmInst_990/Y,EmInst_3013/EmInst_2712/EmInst_1012/A,pos_unate,0.001327,0,0.001327,0,0.001327,0,0.001327,0
EmInst_257/Y,EmInst_315/A,pos_unate,0.000825,0,0.000757,0,0.000826,0,0.000757,0
EmInst_3001/Q,EmInst_10/AN,pos_unate,0.000235,0,0.000235,0,0.000235,0,0.000235,0
EmInst_3010/EmInst_1630/EmInst_2845/Y,EmInst_3010/EmInst_1630/EmInst_2864/A,pos_unate,2.7e-05,0,2.7e-05,0,2.7e-05,0,2.7e-05,0
EmInst_355/Y,EmInst_408/A,pos_unate,1.7e-05,0,1.7e-05,0,1.7e-05,0,1.7e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2383/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2499/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
EmInst_3010/EmInst_1630/EmInst_2846/Y,EmInst_3010/EmInst_1630/EmInst_2905/A1,pos_unate,7.3e-05,0,7.3e-05,0,7.3e-05,0,7.3e-05,0
EmInst_3010/EmInst_835/Y,EmInst_3010/EmInst_1544/C,pos_unate,8.3e-05,0,8.3e-05,0,8.3e-05,0,8.3e-05,0
reset,EmInst_58/S0,pos_unate,9e-05,0,9e-05,0,9e-05,0,9e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1970/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2068/S0,pos_unate,0.000836,0,0.000836,0,0.000836,0,0.000836,0
reset,EmInst_2978/SE,pos_unate,5.8e-05,0,5.8e-05,0,5.8e-05,0,5.8e-05,0
EmInst_3013/EmInst_2712/EmInst_1008/Y,EmInst_3013/EmInst_2712/EmInst_1071/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_693/CK,EmInst_693/Q,rising_edge,0.263255,0.016397518655189,0.308084,0.0254195345128372,0.263255,0.00332768678717465,0.308084,0.00549122902991129
EmInst_757/Y,EmInst_2980/A,pos_unate,0.00035,0,0.00035,0,0.00035,0,0.00035,0
EmInst_3013/EmInst_2712/EmInst_1052/Y,EmInst_3013/EmInst_2712/EmInst_1788/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2833/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2833/Y,neg_unate,0.195591,0.0172203582522205,0.21548,0.0135064436344847,0.154216,0.0130570529266916,0.141269,0.004260113282015
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2833/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2833/Y,pos_unate,0.195591,0.0172203582522205,0.21548,0.0135064436344847,0.154216,0.0130570529266916,0.141269,0.004260113282015
EmInst_3013/EmInst_2712/EmInst_1683/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2223/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1009/Y,EmInst_3013/EmInst_2712/EmInst_1100/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_217/Y,EmInst_3013/EmInst_2712/EmInst_1490/CK,pos_unate,0.000968,0,0.000968,0,0.000968,0,0.000968,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1955/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2033/A,pos_unate,0.00116,0,0.00116,0,0.00116,0,0.00116,0
EmInst_525/Y,EmInst_550/A,pos_unate,1.6e-05,0,1.6e-05,0,1.6e-05,0,1.6e-05,0
EmInst_3010/EmInst_874/Y,EmInst_3010/EmInst_1630/EmInst_2890/A,pos_unate,0.003509,0,0.003502,0,0.003509,0,0.003502,0
EmInst_254/AN,EmInst_254/Y,pos_unate,0.160859,0.0220094184511153,0.180815,0.0112738005497405,0.16085,0.0067643207512462,0.1808,0.00200143222664416
EmInst_3012/EmInst_2955/Y,EmInst_317/A,pos_unate,3.8e-05,0,3.8e-05,0,3.8e-05,0,3.8e-05,0
EmInst_3013/EmInst_2712/EmInst_1378/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2086/B,pos_unate,0.000228,0,0.000228,0,0.000228,0,0.000228,0
EmInst_206/Y,EmInst_3013/EmInst_2712/EmInst_1361/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_587/Y,EmInst_603/B,pos_unate,2.3e-05,0,2.3e-05,0,2.3e-05,0,2.3e-05,0
EmInst_205/Y,EmInst_3013/EmInst_2712/EmInst_1325/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_3013/EmInst_2712/EmInst_981/Y,EmInst_3013/EmInst_2712/EmInst_1004/B,pos_unate,0.000764,0,0.000764,0,0.000764,0,0.000764,0
EmInst_3014/EmInst_1881/A,EmInst_3014/EmInst_1881/Y,neg_unate,0.063348,0.00839513521826666,0.074029,0.007225492313077,0.060767,0.00557319769696199,0.073751,0.00673709594589212
EmInst_3013/EmInst_2703/Y,EmInst_3013/EmInst_2709/A,pos_unate,0.000356,0,0.000356,0,0.000356,0,0.000356,0
EmInst_491/Y,EmInst_686/B,pos_unate,0.002037,0,0.002037,0,0.002037,0,0.002036,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2004/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2476/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1210/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2152/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1043/Y,EmInst_3013/EmInst_2712/EmInst_1435/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_564/A,EmInst_564/Y,neg_unate,0.13694,0.00927178482842543,0.123293,0.00533639311672912,0.13694,0.00746185886392946,0.123293,0.00454825061834903
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2307/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2441/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_216/Y,EmInst_3013/EmInst_2712/EmInst_1227/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_647/Y,EmInst_660/A,pos_unate,0.000409,0,0.000409,0,0.000409,0,0.000409,0
EmInst_3013/EmInst_2712/EmInst_1021/B,EmInst_3013/EmInst_2712/EmInst_1021/Y,neg_unate,0.225952,0.0445108034293812,0.183916,0.0125476936266148,0.225952,0.0220681891720306,0.183916,0.00923374991037528
EmInst_3014/EmInst_1892/Y,EmInst_3014/EmInst_1895/A0,pos_unate,5.6e-05,0,5.6e-05,0,5.6e-05,0,5.6e-05,0
EmInst_3013/EmInst_2712/EmInst_967/Y,EmInst_3013/EmInst_2712/EmInst_998/B,pos_unate,0.001191,0,0.001191,0,0.001191,0,0.001191,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2135/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2545/S0,pos_unate,0.00119,0,0.00119,0,0.00119,0,0.00119,0
EmInst_3010/EmInst_1630/EmInst_2860/Y,EmInst_3010/EmInst_1630/EmInst_2909/B,pos_unate,1.7e-05,0,1.7e-05,0,1.7e-05,0,1.7e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2262/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2520/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1221/Y,EmInst_3013/EmInst_2712/EmInst_1230/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1983/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2074/S0,pos_unate,0.000569,0,0.000569,0,0.000569,0,0.000569,0
EmInst_301/CK,EmInst_301/Q,rising_edge,0.204306,0.0127257277026725,0.221262,0.018255985527906,0.2043,0.002582463431349,0.221254,0.00394358807268145
EmInst_16/B,EmInst_16/Y,neg_unate,0.378871,0.0327318957705515,0.160208,0.0117862533863668,0.378807,0.0124718371886451,0.160208,0.00926451341345754
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2758/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2823/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1165/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3010/EmInst_1624/D,EmInst_3010/EmInst_1624/Y,neg_unate,0.167202,0.0228954093237047,0.216717,0.0187352641942628,0.167187,0.0150340674949668,0.216711,0.0172665656143165
EmInst_555/C,EmInst_555/Y,neg_unate,0.159472,0.0134804392918704,0.147204,0.0232728561123916,0.153275,0.00617809623966477,0.14261,0.0114174382167868
EmInst_3002/Q,EmInst_8/B,pos_unate,0.000263,0,0.000263,0,0.000263,0,0.000263,0
EmInst_3010/EmInst_1630/EmInst_2925/Y,EmInst_3010/EmInst_1566/A,pos_unate,4.2e-05,0,4.2e-05,0,4.2e-05,0,4.2e-05,0
pdata[8],EmInst_2999/D,pos_unate,0.002601,0,0.002601,0,0.002601,0,0.002601,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2065/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2073/S0,pos_unate,0.001133,0,0.001133,0,0.001133,0,0.001133,0
EmInst_694/Q,EmInst_3012/EmInst_2939/B,pos_unate,6.5e-05,0,6.5e-05,0,6.5e-05,0,6.5e-05,0
EmInst_3010/EmInst_1631/EmInst_2574/Y,EmInst_3010/EmInst_1631/EmInst_2614/B,pos_unate,4.4e-05,0,4.4e-05,0,4.4e-05,0,4.4e-05,0
EmInst_3010/EmInst_1630/EmInst_2863/Y,EmInst_3010/EmInst_1630/EmInst_2879/A,pos_unate,2.6e-05,0,2.6e-05,0,2.6e-05,0,2.6e-05,0
EmInst_87/Y,EmInst_424/B,pos_unate,0.00019,0,0.00019,0,0.00019,0,0.00019,0
EmInst_669/Y,EmInst_3010/EmInst_1630/EmInst_2855/A,pos_unate,3.1e-05,0,3.1e-05,0,3.1e-05,0,3.1e-05,0
EmInst_760/Q,EmInst_454/B,pos_unate,9.2e-05,0,9.2e-05,0,9.2e-05,0,9.2e-05,0
EmInst_3014/EmInst_1891/Y,EmInst_545/A,pos_unate,8e-06,0,8e-06,0,8e-06,0,8e-06,0
EmInst_3010/EmInst_1630/EmInst_2912/Y,EmInst_3010/EmInst_1630/EmInst_2919/B,pos_unate,2e-05,0,2e-05,0,2e-05,0,2e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2794/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2810/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2416/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2519/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
EmInst_3013/EmInst_2712/EmInst_1113/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2063/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3014/EmInst_1841/Y,EmInst_3014/EmInst_1854/B0,pos_unate,4e-06,0,4e-06,0,4e-06,0,4e-06,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2517/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2731/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2035/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2230/A,pos_unate,0.000788,0,0.000788,0,0.000788,0,0.000788,0
EmInst_3013/EmInst_2705/Y,EmInst_3013/EmInst_2712/EmInst_938/B,pos_unate,0.001044,0,0.001044,0,0.001044,0,0.001044,0
EmInst_3013/EmInst_2712/EmInst_1139/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2264/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1007/Y,EmInst_3013/EmInst_2712/EmInst_1307/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_172/Y,EmInst_217/A,pos_unate,0.004878,0,0.004881,0,0.004878,0,0.004881,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2350/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2350/Y,pos_unate,0.217639,0.0133566563934207,0.18977,0.0128404670432781,0.217639,0.0116363494798005,0.18977,0.00936393987785813
EmInst_213/Y,EmInst_3013/EmInst_2712/EmInst_1104/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_2994/QN,EmInst_69/A,pos_unate,6.7e-05,0,6.7e-05,0,6.7e-05,0,6.7e-05,0
EmInst_3014/EmInst_1810/B,EmInst_3014/EmInst_1810/Y,neg_unate,0.257077,0.0193873966002681,0.170448,0.0156456929515977,0.257077,0.0183015241490004,0.170426,0.0155783619391672
EmInst_3013/EmInst_2712/EmInst_1020/Y,EmInst_3013/EmInst_2712/EmInst_1054/A,pos_unate,0.001227,0,0.001227,0,0.001227,0,0.001227,0
EmInst_2983/Q,EmInst_3012/EmInst_2947/A,pos_unate,2e-05,0,2e-05,0,2e-05,0,2e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2542/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2788/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_276/Y,EmInst_443/AN,pos_unate,0.002277,0,0.002277,0,0.002277,0,0.002277,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2831/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2835/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_2999/Q,EmInst_3014/EmInst_1883/S0,pos_unate,0.001262,0,0.001261,0,0.001262,0,0.001261,0
EmInst_3014/EmInst_1808/Y,EmInst_3014/EmInst_1831/C,pos_unate,0.000844,0,0.000846,0,0.000844,0,0.000846,0
EmInst_164/A,EmInst_164/Y,neg_unate,0.575918,0.0622506061244637,0.464735,0.0206338972400064,0.575918,0.0495193569970427,0.464735,0.0165965362266406
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2450/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2450/Y,neg_unate,0.153597,0.0135230934269282,0.168117,0.010537696233983,0.118581,0.0100399335548842,0.105447,0.00317986370151014
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2450/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2450/Y,pos_unate,0.153597,0.0135230934269282,0.168117,0.010537696233983,0.118581,0.0100399335548842,0.105447,0.00317986370151014
EmInst_3010/EmInst_1631/EmInst_2589/Y,EmInst_3010/EmInst_1631/EmInst_2612/A,pos_unate,7.8e-05,0,7.8e-05,0,7.8e-05,0,7.8e-05,0
EmInst_502/Y,EmInst_550/B,pos_unate,1e-05,0,1e-05,0,1e-05,0,1e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2281/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2484/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_702/Y,EmInst_724/D,pos_unate,0.000782,0,0.000782,0,0.000782,0,0.000782,0
EmInst_3013/EmInst_2712/EmInst_1257/Y,EmInst_3013/EmInst_2712/EmInst_1413/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_931/Y,EmInst_3013/EmInst_2712/EmInst_951/B,pos_unate,0.000898,0,0.000898,0,0.000898,0,0.000898,0
EmInst_3013/EmInst_2712/EmInst_1295/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2203/B,pos_unate,0.000228,0,0.000228,0,0.000228,0,0.000228,0
EmInst_115/A,EmInst_115/Y,neg_unate,0.126005,0.00154410693497711,0.103746,0.0108797935133425,0.126005,0.000434152404029727,0.103746,0.00515893693440619
EmInst_757/Y,EmInst_2971/A,pos_unate,0.00035,0,0.00035,0,0.00035,0,0.00035,0
EmInst_564/Y,EmInst_576/A,pos_unate,0.000878,0,0.000878,0,0.000878,0,0.000878,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1967/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2070/S0,pos_unate,0.000737,0,0.000737,0,0.000737,0,0.000737,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2454/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2454/Y,neg_unate,0.129541,0.0114051384181833,0.141648,0.00887859999970988,0.106139,0.00898650296069229,0.085016,0.00256374569639331
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2454/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2454/Y,pos_unate,0.129541,0.0114051384181833,0.141648,0.00887859999970988,0.106139,0.00898650296069229,0.085016,0.00256374569639331
EmInst_3013/EmInst_2712/EmInst_1221/Y,EmInst_3013/EmInst_2712/EmInst_1268/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1981/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2232/A,pos_unate,0.000847,0,0.000847,0,0.000847,0,0.000847,0
